#SampleID	CU	NAU	NCS
P15324	0.282	0.418	0.3
P15784	0.366	0.362	0.272
P16034	0.264	0.554	0.182
P15748	0.258	0.626	0.116
P15172	0.378	0.384	0.238
P15591	0.412	0.448	0.14
P16395	0.31	0.43	0.26
P16332	0.19	0.716	0.094
P16581	0.542	0.33	0.128
P16247	0.268	0.65	0.082
P16321	0.216	0.72	0.064
P15121	0.35	0.348	0.302
P16299	0.298	0.562	0.14
P15125	0.298	0.438	0.264
P16150	0.214	0.676	0.11
P16210	0.286	0.608	0.106
P15159	0.3	0.234	0.466
P15998	0.616	0.222	0.162
P15796	0.194	0.714	0.092
P15036	0.44	0.394	0.166
P15201	0.334	0.486	0.18
P16466	0.422	0.412	0.166
P15163	0.364	0.326	0.31
P16169	0.214	0.68	0.106
P15117	0.334	0.228	0.438
P16598	0.51	0.398	0.092
P15299	0.31	0.302	0.388
P16187	0.208	0.68	0.112
P15935	0.636	0.258	0.106
P16579	0.492	0.388	0.12
P16463	0.326	0.362	0.312
P16542	0.404	0.472	0.124
P15354	0.25	0.34	0.41
P16177	0.372	0.542	0.086
P15122	0.246	0.39	0.364
P15342	0.314	0.37	0.316
P15556	0.568	0.348	0.084
P16596	0.544	0.29	0.166
P15098	0.592	0.324	0.084
P15531	0.31	0.588	0.102
P16445	0.378	0.502	0.12
P16436	0.346	0.348	0.306
P16088	0.22	0.68	0.1
P16314	0.22	0.712	0.068
P15997	0.564	0.392	0.044
P16092	0.358	0.416	0.226
P16284	0.274	0.642	0.084
P15608	0.646	0.264	0.09
P16538	0.474	0.384	0.142
P15225	0.414	0.452	0.134
P15295	0.506	0.366	0.128
P16166	0.234	0.682	0.084
P16173	0.214	0.706	0.08
P15288	0.464	0.462	0.074
P16404	0.324	0.284	0.392
P15039	0.57	0.284	0.146
P15207	0.466	0.446	0.088
P15781	0.344	0.566	0.09
P15939	0.578	0.294	0.128
P15213	0.492	0.398	0.11
P15757	0.368	0.514	0.118
P15790	0.24	0.7	0.06
P15978	0.616	0.304	0.08
P16465	0.448	0.26	0.292
P15077	0.588	0.276	0.136
P15347	0.33	0.228	0.442
P15260	0.498	0.406	0.096
P15212	0.558	0.314	0.128
P15188	0.436	0.336	0.228
P15031	0.488	0.39	0.122
P16293	0.312	0.516	0.172
P15114	0.3	0.376	0.324
P15060	0.582	0.264	0.154
P16502	0.324	0.304	0.372
P16296	0.476	0.332	0.192
P15362	0.332	0.254	0.414
P16572	0.48	0.4	0.12
P15156	0.312	0.538	0.15
P15731	0.298	0.578	0.124
P16535	0.516	0.402	0.082
P15293	0.506	0.34	0.154
P15283	0.524	0.302	0.174
P15062	0.49	0.354	0.156
P15999	0.454	0.346	0.2
P16094	0.24	0.654	0.106
P16413	0.354	0.286	0.36
P16454	0.452	0.236	0.312
P15054	0.504	0.396	0.1
P15024	0.662	0.234	0.104
P15076	0.458	0.334	0.208
P15592	0.188	0.66	0.152
P15981	0.444	0.356	0.2
P16562	0.736	0.184	0.08
P15777	0.41	0.532	0.058
P16303	0.402	0.476	0.122
P15356	0.398	0.26	0.342
P16427	0.358	0.338	0.304
P16336	0.29	0.652	0.058
P16199	0.522	0.392	0.086
P15990	0.452	0.442	0.106
P16526	0.51	0.368	0.122
P15568	0.274	0.592	0.134
P16326	0.228	0.68	0.092
P16350	0.272	0.552	0.176
P15989	0.462	0.438	0.1
P16559	0.582	0.324	0.094
P16505	0.55	0.28	0.17
P16419	0.434	0.248	0.318
P15219	0.532	0.368	0.1
P15320	0.306	0.33	0.364
P16334	0.222	0.708	0.07
P16257	0.272	0.666	0.062
P15189	0.346	0.39	0.264
P15919	0.67	0.244	0.086
P15195	0.278	0.516	0.206
P16297	0.18	0.746	0.074
P15750	0.392	0.562	0.046
P16063	0.28	0.668	0.052
P16531	0.478	0.368	0.154
P16347	0.266	0.654	0.08
P15709	0.336	0.52	0.144
P15278	0.372	0.516	0.112
P15912	0.318	0.54	0.142
P16181	0.318	0.586	0.096
P16600	0.536	0.302	0.162
P15922	0.544	0.376	0.08
P16507	0.622	0.296	0.082
P15407	0.38	0.338	0.282
P15413	0.312	0.31	0.378
P16516	0.43	0.398	0.172
P16157	0.242	0.68	0.078
P16158	0.232	0.698	0.07
P16170	0.26	0.56	0.18
P16000	0.392	0.514	0.094
P16208	0.24	0.508	0.252
P15047	0.388	0.528	0.084
P15016	0.534	0.374	0.092
P15539	0.684	0.232	0.084
P16414	0.432	0.302	0.266
P15068	0.662	0.24	0.098
P15962	0.504	0.45	0.046
P15328	0.43	0.27	0.3
P16453	0.418	0.26	0.322
P16213	0.26	0.622	0.118
P16240	0.354	0.528	0.118
P15294	0.46	0.476	0.064
P15311	0.314	0.376	0.31
P15234	0.514	0.346	0.14
P16311	0.372	0.52	0.108
P16403	0.304	0.588	0.108
P15137	0.24	0.26	0.5
P15158	0.31	0.294	0.396
P15361	0.336	0.31	0.354
P16229	0.292	0.65	0.058
P15410	0.392	0.342	0.266
P15242	0.572	0.29	0.138
P15530	0.284	0.582	0.134
P16275	0.312	0.538	0.15
P16345	0.284	0.622	0.094
P16524	0.522	0.322	0.156
P15129	0.298	0.324	0.378
P15255	0.436	0.436	0.128
P16196	0.334	0.558	0.108
P15610	0.58	0.324	0.096
P15037	0.51	0.4	0.09
P15011	0.622	0.296	0.082
P16214	0.4	0.518	0.082
P16432	0.222	0.282	0.496
P15938	0.572	0.26	0.168
P16568	0.512	0.386	0.102
P15368	0.34	0.3	0.36
P16361	0.292	0.582	0.126
P15064	0.55	0.36	0.09
P15269	0.636	0.296	0.068
P16078	0.21	0.726	0.064
P16223	0.474	0.434	0.092
P16364	0.17	0.632	0.198
P15589	0.354	0.524	0.122
P16104	0.332	0.538	0.13
P15928	0.47	0.442	0.088
P15979	0.638	0.296	0.066
P16552	0.386	0.438	0.176
P16163	0.256	0.658	0.086
P16212	0.43	0.508	0.062
P15059	0.516	0.382	0.102
P16072	0.276	0.636	0.088
P15732	0.324	0.51	0.166
P15058	0.554	0.286	0.16
P16248	0.512	0.374	0.114
P15415	0.43	0.28	0.29
P15101	0.344	0.292	0.364
P15389	0.304	0.32	0.376
P15126	0.346	0.29	0.364
P15930	0.538	0.288	0.174
P15040	0.68	0.184	0.136
P16348	0.274	0.546	0.18
P15248	0.424	0.48	0.096
P16510	0.548	0.332	0.12
P15377	0.308	0.328	0.364
P15308	0.256	0.312	0.432
P15429	0.354	0.44	0.206
P15771	0.472	0.462	0.066
P15259	0.496	0.422	0.082
P16283	0.386	0.482	0.132
P15139	0.302	0.392	0.306
P16450	0.31	0.388	0.302
P15306	0.446	0.342	0.212
P16362	0.46	0.452	0.088
P15536	0.37	0.558	0.072
P15209	0.544	0.388	0.068
P15175	0.348	0.462	0.19
P15424	0.406	0.384	0.21
P16225	0.168	0.784	0.048
P16508	0.418	0.362	0.22
P15561	0.33	0.522	0.148
P15249	0.494	0.398	0.108
P15723	0.166	0.734	0.1
P15920	0.366	0.52	0.114
P16089	0.306	0.582	0.112
P16452	0.316	0.378	0.306
P15505	0.302	0.502	0.196
P16295	0.372	0.548	0.08
P15055	0.574	0.254	0.172
P15749	0.26	0.638	0.102
P15275	0.48	0.354	0.166
P16272	0.288	0.55	0.162
P15052	0.448	0.496	0.056
P16360	0.192	0.688	0.12
P16597	0.63	0.256	0.114
P15594	0.308	0.622	0.07
P16525	0.69	0.23	0.08
P16392	0.328	0.536	0.136
P15229	0.588	0.266	0.146
P16175	0.402	0.48	0.118
P15705	0.416	0.512	0.072
P16082	0.374	0.48	0.146
P15240	0.516	0.366	0.118
P16083	0.47	0.414	0.116
P15391	0.272	0.378	0.35
P15782	0.286	0.602	0.112
P15271	0.448	0.446	0.106
P16309	0.27	0.66	0.07
P15604	0.492	0.45	0.058
P15399	0.342	0.396	0.262
P16443	0.276	0.44	0.284
P15171	0.324	0.186	0.49
P16551	0.42	0.45	0.13
P15280	0.636	0.248	0.116
P15923	0.368	0.444	0.188
P15601	0.414	0.474	0.112
P15370	0.274	0.412	0.314
P16168	0.246	0.606	0.148
P15074	0.478	0.418	0.104
P16569	0.59	0.34	0.07
P15599	0.252	0.668	0.08
P15759	0.252	0.666	0.082
P15336	0.344	0.286	0.37
P15258	0.564	0.316	0.12
P16149	0.228	0.686	0.086
P15089	0.522	0.366	0.112
P16091	0.168	0.682	0.15
P15436	0.36	0.418	0.222
P15263	0.51	0.42	0.07
P16262	0.308	0.65	0.042
P15048	0.628	0.232	0.14
P16521	0.59	0.242	0.168
P16586	0.51	0.352	0.138
P15951	0.552	0.372	0.076
P16287	0.344	0.558	0.098
P15932	0.48	0.372	0.148
P15111	0.358	0.242	0.4
P16486	0.408	0.278	0.314
P15575	0.432	0.446	0.122
P15770	0.314	0.6	0.086
P15955	0.454	0.322	0.224
P15534	0.262	0.592	0.146
P15046	0.52	0.308	0.172
P16566	0.558	0.348	0.094
P15400	0.388	0.316	0.296
P16098	0.322	0.562	0.116
P15547	0.304	0.634	0.062
P15222	0.558	0.296	0.146
P15057	0.55	0.378	0.072
P15056	0.62	0.29	0.09
P15245	0.56	0.31	0.13
P15508	0.354	0.512	0.134
P15614	0.46	0.504	0.036
P16324	0.324	0.57	0.106
P16523	0.646	0.276	0.078
P15230	0.572	0.332	0.096
P15537	0.308	0.612	0.08
P15566	0.388	0.532	0.08
P15003	0.34	0.486	0.174
P15908	0.512	0.346	0.142
P16467	0.358	0.25	0.392
P16021	0.384	0.526	0.09
P15917	0.432	0.44	0.128
P16528	0.768	0.188	0.044
P16394	0.308	0.6	0.092
P16472	0.312	0.314	0.374
P15562	0.274	0.524	0.202
P15797	0.38	0.534	0.086
P15223	0.544	0.344	0.112
P15096	0.53	0.33	0.14
P15013	0.574	0.288	0.138
P16573	0.47	0.41	0.12
P16265	0.374	0.536	0.09
P15948	0.514	0.352	0.134
P15803	0.44	0.45	0.11
P15014	0.57	0.33	0.1
P16547	0.472	0.394	0.134
P16081	0.412	0.408	0.18
P16549	0.372	0.546	0.082
P15942	0.392	0.5	0.108
P16584	0.476	0.38	0.144
P15733	0.356	0.556	0.088
P16504	0.494	0.296	0.21
P16343	0.366	0.544	0.09
P15517	0.388	0.496	0.116
P15218	0.582	0.27	0.148
P16319	0.302	0.602	0.096
P15327	0.308	0.396	0.296
P15045	0.544	0.308	0.148
P15735	0.362	0.508	0.13
P16270	0.374	0.554	0.072
P16575	0.548	0.274	0.178
P15956	0.458	0.406	0.136
P15909	0.566	0.366	0.068
P15972	0.55	0.34	0.11
P15289	0.476	0.39	0.134
P15597	0.27	0.698	0.032
P16527	0.378	0.432	0.19
P15703	0.364	0.55	0.086
P15572	0.362	0.52	0.118
P15977	0.576	0.374	0.05
P16318	0.426	0.494	0.08
P16416	0.33	0.512	0.158
P15747	0.346	0.544	0.11
P15940	0.39	0.52	0.09
P15253	0.408	0.422	0.17
P15237	0.476	0.42	0.104
P15051	0.47	0.444	0.086
P16435	0.382	0.376	0.242
P16378	0.262	0.662	0.076
P15612	0.498	0.426	0.076
P16204	0.366	0.584	0.05
P16556	0.676	0.26	0.064
P15925	0.47	0.4	0.13
P16576	0.554	0.348	0.098
P15953	0.438	0.438	0.124
P15027	0.594	0.22	0.186
P16062	0.214	0.726	0.06
P15964	0.552	0.348	0.1
P15963	0.54	0.324	0.136
P15793	0.356	0.51	0.134
P15683	0.546	0.306	0.148
P16294	0.344	0.496	0.16
P16442	0.436	0.37	0.194
P16491	0.412	0.388	0.2
P15257	0.59	0.272	0.138
P15331	0.266	0.388	0.346
P15124	0.468	0.29	0.242
P16522	0.462	0.316	0.222
P15710	0.294	0.62	0.086
P15132	0.428	0.416	0.156
P15725	0.434	0.496	0.07
P15043	0.578	0.362	0.06
P16234	0.294	0.632	0.074
P15787	0.338	0.582	0.08
P16129	0.286	0.65	0.064
P16183	0.302	0.552	0.146
P16352	0.386	0.482	0.132
P15206	0.458	0.474	0.068
P16285	0.312	0.62	0.068
P15133	0.374	0.316	0.31
P15985	0.56	0.374	0.066
P16342	0.366	0.52	0.114
P15729	0.32	0.522	0.158
P15238	0.444	0.426	0.13
P16534	0.41	0.39	0.2
P15420	0.408	0.382	0.21
P15065	0.572	0.306	0.122
P15181	0.348	0.352	0.3
P16003	0.52	0.394	0.086
P15799	0.356	0.548	0.096
P16590	0.342	0.514	0.144
P16066	0.28	0.588	0.132
P15915	0.496	0.37	0.134
P16267	0.312	0.634	0.054
P16561	0.496	0.41	0.094
P15200	0.58	0.354	0.066
P16245	0.382	0.494	0.124
P16578	0.578	0.33	0.092
P15086	0.612	0.276	0.112
P15019	0.624	0.28	0.096
P15724	0.25	0.686	0.064
P15618	0.572	0.324	0.104
P15510	0.356	0.454	0.19
P16337	0.382	0.434	0.184
P16482	0.39	0.3	0.31
P15005	0.526	0.322	0.152
P15325	0.334	0.312	0.354
P15208	0.596	0.252	0.152
P15910	0.438	0.392	0.17
P15395	0.372	0.316	0.312
P15028	0.624	0.288	0.088
P15025	0.536	0.35	0.114
P15440	0.444	0.282	0.274
P15548	0.312	0.542	0.146
P15072	0.602	0.292	0.106
P15155	0.538	0.17	0.292
P16477	0.44	0.256	0.304
P15520	0.298	0.536	0.166
P15772	0.382	0.456	0.162
P16335	0.262	0.63	0.108
P16219	0.308	0.588	0.104
P16533	0.392	0.448	0.16
P16317	0.36	0.548	0.092
P16369	0.418	0.436	0.146
P15774	0.336	0.562	0.102
P15936	0.6	0.254	0.146
P16406	0.31	0.41	0.28
P15262	0.51	0.304	0.186
P16383	0.392	0.48	0.128
P16587	0.632	0.266	0.102
P15760	0.138	0.698	0.164
P16356	0.392	0.452	0.156
P15743	0.338	0.594	0.068
P15012	0.592	0.278	0.13
P15949	0.614	0.254	0.132
P15066	0.656	0.24	0.104
P16097	0.206	0.598	0.196
P15745	0.188	0.644	0.168
P16400	0.322	0.598	0.08
P16339	0.296	0.616	0.088
P15284	0.532	0.332	0.136
P16349	0.452	0.448	0.1
P16244	0.284	0.656	0.06
P15569	0.33	0.598	0.072
P15968	0.604	0.294	0.102
P15001	0.322	0.548	0.13
P16100	0.352	0.546	0.102
P16222	0.362	0.544	0.094
P15092	0.668	0.248	0.084
P15546	0.334	0.588	0.078
P15251	0.506	0.428	0.066
P16530	0.358	0.484	0.158
P15957	0.336	0.57	0.094
P16475	0.326	0.438	0.236
P15273	0.41	0.438	0.152
P15789	0.316	0.544	0.14
P15348	0.288	0.286	0.426
P16331	0.228	0.718	0.054
P15008	0.484	0.396	0.12
P15976	0.404	0.35	0.246
P15993	0.47	0.416	0.114
P16065	0.3	0.57	0.13
P15353	0.258	0.436	0.306
P16440	0.322	0.31	0.368
P15422	0.266	0.302	0.432
P15783	0.34	0.57	0.09
P16380	0.45	0.416	0.134
P16325	0.198	0.696	0.106
P15202	0.544	0.354	0.102
P15303	0.288	0.416	0.296
P15070	0.534	0.334	0.132
P15042	0.47	0.42	0.11
P16122	0.23	0.7	0.07
P15239	0.462	0.33	0.208
P15091	0.494	0.364	0.142
P15532	0.31	0.644	0.046
P15775	0.328	0.608	0.064
P16372	0.352	0.564	0.084
P15243	0.332	0.464	0.204
P15247	0.496	0.338	0.166
P16137	0.44	0.458	0.102
P15507	0.314	0.606	0.08
P15272	0.476	0.428	0.096
P15504	0.426	0.498	0.076
P16417	0.386	0.378	0.236
P15297	0.434	0.36	0.206
P16266	0.326	0.562	0.112
P15211	0.454	0.386	0.16
P15595	0.29	0.606	0.104
P15197	0.43	0.45	0.12
P16253	0.294	0.592	0.114
P15083	0.558	0.224	0.218
P15063	0.536	0.35	0.114
P15075	0.646	0.274	0.08
P15674	0.428	0.478	0.094
P15321	0.304	0.262	0.434
P16541	0.572	0.3	0.128
P16340	0.258	0.714	0.028
P15010	0.434	0.446	0.12
P16448	0.428	0.332	0.24
P15563	0.37	0.592	0.038
P15541	0.41	0.446	0.144
P15706	0.398	0.51	0.092
P15708	0.404	0.446	0.15
P16371	0.298	0.648	0.054
P15329	0.316	0.292	0.392
P15032	0.454	0.456	0.09
P15250	0.4	0.464	0.136
P16554	0.448	0.388	0.164
P15602	0.396	0.482	0.122
P16085	0.24	0.708	0.052
P15549	0.406	0.532	0.062
P15551	0.316	0.576	0.108
P16178	0.262	0.66	0.078
P15145	0.368	0.32	0.312
P15779	0.438	0.474	0.088
P16264	0.37	0.51	0.12
P15021	0.494	0.438	0.068
P15224	0.574	0.29	0.136
P16341	0.278	0.636	0.086
P15553	0.38	0.516	0.104
P15333	0.386	0.342	0.272
P15105	0.328	0.504	0.168
P16478	0.418	0.276	0.306
P16386	0.382	0.508	0.11
P15798	0.372	0.48	0.148
P15960	0.498	0.398	0.104
P16176	0.258	0.568	0.174
P15304	0.484	0.33	0.186
P16184	0.332	0.582	0.086
P16591	0.51	0.396	0.094
P15971	0.534	0.33	0.136
P15267	0.484	0.448	0.068
P15100	0.602	0.33	0.068
P15600	0.274	0.65	0.076
P16200	0.334	0.488	0.178
P15002	0.402	0.538	0.06
P15525	0.508	0.392	0.1
P16190	0.278	0.614	0.108
P15711	0.37	0.482	0.148
P16545	0.336	0.526	0.138
P16567	0.398	0.49	0.112
P15310	0.424	0.31	0.266
P15564	0.326	0.532	0.142
P16494	0.424	0.37	0.206
P15193	0.374	0.354	0.272
P15298	0.466	0.432	0.102
P16555	0.386	0.456	0.158
P16366	0.324	0.568	0.108
P15965	0.414	0.49	0.096
P16603	0.506	0.412	0.082
P16424	0.446	0.364	0.19
P15785	0.296	0.616	0.088
P16126	0.38	0.548	0.072
P15192	0.298	0.37	0.332
P15567	0.45	0.51	0.04
P15582	0.262	0.56	0.178
P15707	0.374	0.57	0.056
P16564	0.408	0.336	0.256
P15521	0.314	0.564	0.122
P16095	0.424	0.432	0.144
P16165	0.352	0.56	0.088
P16391	0.254	0.68	0.066
P15023	0.536	0.296	0.168
P16382	0.316	0.632	0.052
P16286	0.246	0.68	0.074
P15740	0.276	0.61	0.114
P16393	0.302	0.552	0.146
P15038	0.53	0.288	0.182
P15967	0.402	0.478	0.12
P15090	0.604	0.292	0.104
P16215	0.266	0.646	0.088
P15153	0.466	0.428	0.106
P16310	0.294	0.59	0.116
P16298	0.432	0.476	0.092
P16086	0.342	0.53	0.128
P16015	0.342	0.522	0.136
P16563	0.614	0.244	0.142
P15686	0.54	0.318	0.142
P16312	0.346	0.558	0.096
P15585	0.38	0.526	0.094
P15966	0.666	0.234	0.1
P15365	0.404	0.276	0.32
P15768	0.17	0.664	0.166
P15266	0.458	0.372	0.17
P15006	0.478	0.39	0.132
P16447	0.386	0.33	0.284
P16488	0.444	0.364	0.192
P16557	0.514	0.358	0.128
P15756	0.298	0.546	0.156
P16263	0.162	0.6	0.238
P16276	0.372	0.54	0.088
P16160	0.356	0.576	0.068
P16101	0.326	0.572	0.102
P15264	0.494	0.352	0.154
P16519	0.49	0.354	0.156
P15988	0.554	0.342	0.104
P16194	0.272	0.69	0.038
P15712	0.314	0.536	0.15
P16074	0.386	0.548	0.066
P16313	0.262	0.638	0.1
P16577	0.516	0.358	0.126
P16449	0.45	0.334	0.216
P16180	0.346	0.568	0.086
P16373	0.416	0.496	0.088
P16070	0.374	0.488	0.138
P16560	0.512	0.324	0.164
P15580	0.268	0.634	0.098
P16506	0.4	0.4	0.2
P15738	0.35	0.514	0.136
P16228	0.31	0.598	0.092
P16365	0.206	0.722	0.072
P16426	0.302	0.582	0.116
P15277	0.63	0.246	0.124
P16274	0.316	0.594	0.09
P15557	0.54	0.404	0.056
P15427	0.344	0.458	0.198
P16315	0.188	0.768	0.044
P15067	0.41	0.43	0.16
P16537	0.512	0.372	0.116
P15766	0.34	0.562	0.098
P15778	0.308	0.536	0.156
P16539	0.334	0.608	0.058
P16411	0.328	0.448	0.224
P16279	0.198	0.746	0.056
P16182	0.348	0.508	0.144
P15252	0.612	0.284	0.104
P15945	0.35	0.54	0.11
P16174	0.226	0.738	0.036
P15926	0.62	0.314	0.066
P16207	0.356	0.488	0.156
P15921	0.502	0.388	0.11
P15093	0.426	0.404	0.17
P16553	0.616	0.288	0.096
P15506	0.202	0.742	0.056
P16288	0.316	0.55	0.134
P15215	0.616	0.272	0.112
P15231	0.35	0.518	0.132
P15528	0.344	0.516	0.14
P16565	0.466	0.4	0.134
P16520	0.472	0.446	0.082
P16601	0.556	0.276	0.168
P16397	0.258	0.686	0.056
P16146	0.304	0.568	0.128
P16154	0.4	0.52	0.08
P15916	0.502	0.37	0.128
P15795	0.418	0.464	0.118
P15970	0.558	0.31	0.132
P16107	0.238	0.692	0.07
P15084	0.452	0.438	0.11
P15241	0.404	0.57	0.026
P15950	0.412	0.554	0.034
P16256	0.38	0.488	0.132
P16595	0.45	0.44	0.11
P15217	0.504	0.384	0.112
P15587	0.446	0.46	0.094
P15061	0.674	0.226	0.1
P16291	0.42	0.54	0.04
P15581	0.398	0.52	0.082
P15519	0.278	0.596	0.126
P15007	0.518	0.394	0.088
P16250	0.28	0.682	0.038
P16306	0.256	0.67	0.074
P16014	0.444	0.496	0.06
P15053	0.41	0.486	0.104
P15904	0.412	0.38	0.208
P15933	0.398	0.518	0.084
P15996	0.576	0.328	0.096
P15672	0.342	0.546	0.112
P15573	0.386	0.464	0.15
P16396	0.234	0.73	0.036
P15079	0.498	0.378	0.124
P15088	0.47	0.396	0.134
P15570	0.436	0.48	0.084
P15392	0.444	0.324	0.232
P15050	0.512	0.372	0.116
P16059	0.324	0.568	0.108
P15513	0.284	0.65	0.066
P16546	0.506	0.414	0.08
P15495	0.378	0.32	0.302
P16550	0.432	0.392	0.176
P15722	0.28	0.59	0.13
P16001	0.562	0.332	0.106
P15673	0.436	0.442	0.122
P15385	0.408	0.436	0.156
P15596	0.368	0.538	0.094
P15514	0.282	0.614	0.104
P16246	0.316	0.576	0.108
P16261	0.36	0.554	0.086
P15715	0.396	0.578	0.026
P15914	0.504	0.404	0.092
P16211	0.388	0.536	0.076
P15671	0.468	0.384	0.148
